sender_upi_id,sender_bank,sender_account_age_days,total_txn_24h,unique_receivers_24h,total_amount_sent_24h,avg_txn_amount,rapid_txn_flag,repeated_amount_flag,night_activity_flag,cross_bank_flag,is_suspicious_sender
S2347@upi,AXIS,217,3,2,5036.704102529121,3052.244260665951,0,0,0,1,0
S2348@upi,HDFC,163,3,1,13206.692462240399,1903.0953743300797,0,0,0,0,0
S2349@upi,SBI,90,29,15,46042.027930969496,3869.114191956599,1,1,0,0,1
S2350@upi,AXIS,263,1,2,1059.031368500456,1429.277947072623,0,0,1,0,0
S2351@upi,SBI,77,3,1,6690.711513861071,1062.0873826817885,0,0,1,0,0
S2352@upi,SBI,237,26,18,79077.47345731815,3907.181353958283,1,1,1,0,1
S2353@upi,AXIS,146,4,1,18658.369779800636,1661.7187746067748,0,0,0,1,0
S2354@upi,SBI,332,5,2,17766.15536329186,2016.1173888439876,0,0,0,1,0
S2355@upi,ICICI,68,3,1,9074.313569722299,3920.643853465484,0,0,1,1,0
S2356@upi,AXIS,212,2,2,7213.95729577628,1630.3257327628367,0,0,0,1,0
S2357@upi,YBL,272,20,8,51453.23487564946,2862.0772185508067,1,1,1,1,1
S2358@upi,SBI,46,2,2,2560.629250177701,3798.722529230601,0,0,1,0,0
S2359@upi,AXIS,322,5,1,13555.004238686219,2527.747530603016,0,0,0,0,0
S2360@upi,AXIS,349,4,2,14633.363441126803,2411.739847909319,0,0,0,1,0
S2361@upi,SBI,238,2,2,9126.124968147487,1172.2755977923814,0,0,0,0,0
S2362@upi,HDFC,186,35,8,130309.97781657567,3920.857842716289,1,1,1,1,1
S2363@upi,YBL,88,3,2,3555.9558578485153,1689.6708866149424,0,0,0,1,0
S2364@upi,SBI,74,4,1,5512.557246872657,2319.136568580502,0,0,0,0,0
S2365@upi,HDFC,7,23,11,77426.36724869306,1405.4823051811836,1,1,0,1,1
S2366@upi,YBL,100,2,2,9858.378409993727,4446.205243772734,0,0,0,0,0
S2367@upi,ICICI,281,31,14,147733.76057137587,4943.962002368211,1,1,0,1,1
S2368@upi,SBI,251,34,17,167789.00980852463,2900.3162685767657,1,1,0,0,1
S2369@upi,HDFC,247,5,2,20276.556568709937,1205.281742610904,0,0,0,1,0
S2370@upi,YBL,345,4,2,14718.891624963006,3825.481339687179,0,0,0,1,0
S2371@upi,SBI,315,4,1,15562.151624883376,1165.450554267105,0,0,1,0,0
S2372@upi,AXIS,350,3,1,10744.812692441687,2732.590217525401,0,0,0,0,0
S2373@upi,AXIS,325,3,1,13410.196165188732,2831.3088455218867,0,0,0,0,0
S2374@upi,ICICI,108,4,2,5700.795942260729,2979.5617323835904,0,0,0,0,0
S2375@upi,AXIS,10,4,2,15879.958252594579,3426.919813902502,0,0,0,1,0
S2376@upi,AXIS,56,1,2,4820.611065073524,3832.4245736435737,0,0,0,1,0
S2377@upi,ICICI,273,3,2,13215.937439920095,2725.3934329013855,0,0,0,1,0
S2378@upi,HDFC,49,1,2,3066.671663502093,2903.3469730636007,0,0,0,1,0
S2379@upi,ICICI,232,18,9,31830.845715599917,4291.170822465656,1,1,0,1,1
S2380@upi,YBL,305,2,1,8415.769602208642,2478.7662734812357,0,0,0,0,0
S2381@upi,ICICI,162,3,2,5161.7980319045655,3070.1453634675604,0,0,0,0,0
S2382@upi,HDFC,216,19,16,65029.96750523902,4240.83283574153,1,1,0,0,1
S2383@upi,SBI,245,30,18,52787.119962326695,2860.914190458481,1,1,1,0,1
S2384@upi,AXIS,316,5,2,19557.151097761456,2230.427147244462,0,0,0,0,0
S2385@upi,HDFC,208,5,1,13350.320725159287,1762.7819758892067,0,0,0,1,0
S2386@upi,SBI,292,29,12,47256.23104310212,1482.5343784465163,1,1,0,1,1
S2387@upi,SBI,104,39,18,193892.12732950502,1551.5302852217094,1,1,0,1,1
S2388@upi,AXIS,47,4,2,18548.17653635606,3990.0254693638094,0,0,1,1,0
S2389@upi,HDFC,56,2,1,9316.213107676183,2329.9997478722107,0,0,0,1,0
S2390@upi,AXIS,320,2,1,5453.9765243125,1764.4713584027022,0,0,1,1,0
S2391@upi,YBL,32,27,19,124796.18217312849,1016.121666137947,1,1,1,1,1
S2392@upi,YBL,94,4,2,16009.687878909306,2218.6664406827495,0,0,1,0,0
S2393@upi,SBI,43,5,1,7227.7818587093325,4322.397789421269,0,0,0,0,0
S2394@upi,YBL,268,3,1,9534.426068531602,2517.031806741371,0,0,0,1,0
S2395@upi,AXIS,42,2,1,8645.454068302071,3652.8426755121886,0,0,0,1,0
S2396@upi,YBL,363,37,19,115895.52780092998,2877.7041543225964,1,1,1,0,1
S2397@upi,YBL,357,1,2,1294.124877369271,2993.7743187744472,0,0,0,0,0
S2398@upi,AXIS,19,3,1,13711.854498548291,1436.0334990841452,0,0,1,1,0
S2399@upi,YBL,50,5,1,21180.609960512928,1549.8986134972142,0,0,0,0,0
S2400@upi,YBL,268,38,18,111013.73038949727,1746.634045721008,1,1,0,1,1
S2401@upi,YBL,121,1,1,1906.6719278143892,1691.164819404828,0,0,0,1,0
S2402@upi,YBL,142,39,13,172854.26592890496,1367.269135220428,1,1,1,0,1
S2403@upi,SBI,26,1,1,1508.7217060840446,3298.2639592621604,0,0,1,1,0
S2404@upi,SBI,140,5,2,14598.657341273349,2975.6431289707607,0,0,1,1,0
S2405@upi,YBL,147,2,1,6375.215106241154,1327.6448964498204,0,0,1,1,0
S2406@upi,ICICI,185,25,9,92148.74225810266,1445.8307983455852,1,1,0,1,1
S2407@upi,AXIS,267,39,13,140629.82995381075,3784.210611953611,1,1,0,0,1
S2408@upi,SBI,279,2,2,2094.1493793583436,4101.266203940144,0,0,1,1,0
S2409@upi,HDFC,291,4,1,7509.748266264991,1315.3524932954706,0,0,0,0,0
S2410@upi,ICICI,189,1,1,1384.304642352311,1948.2590242323813,0,0,0,1,0
S2411@upi,HDFC,6,1,1,3214.1117079877968,2618.3363391635744,0,0,0,1,0
S2412@upi,HDFC,318,3,1,13598.022476263708,2102.861588587811,0,0,0,0,0
S2413@upi,ICICI,303,1,1,2994.6161636185175,2310.1211508380497,0,0,0,1,0
S2414@upi,HDFC,363,5,1,9194.650545366607,3487.8224079352053,0,0,0,1,0
S2415@upi,YBL,307,3,1,4313.46121000387,3933.7379236065326,0,0,0,1,0
S2416@upi,ICICI,330,1,2,3963.580062458407,2108.00634340337,0,0,1,0,0
S2417@upi,HDFC,325,5,1,10926.455229209718,2833.5085856309724,0,0,0,0,0
S2418@upi,ICICI,331,5,1,21398.926953593003,1673.3751340749911,0,0,0,1,0
S2419@upi,HDFC,172,5,1,9764.394279089833,1038.3549852275178,0,0,1,0,0
S2420@upi,SBI,5,2,2,3972.752415379377,2544.6490128838695,0,0,0,0,0
S2421@upi,ICICI,279,3,2,11678.25187901093,3203.181334404685,0,0,1,0,0
S2422@upi,YBL,91,1,2,2833.980871450208,3460.8677138824623,0,0,1,0,0
S2423@upi,ICICI,239,3,1,10733.37009107816,4080.5845114514977,0,0,0,0,0
S2424@upi,ICICI,86,4,1,7652.1021330598305,4855.060605025536,0,0,0,0,0
S2425@upi,ICICI,20,5,2,12675.897001755666,1718.3733592448857,0,0,0,0,0
S2426@upi,ICICI,68,4,1,11806.773139642703,2180.2879119065237,0,0,1,0,0
S2427@upi,SBI,43,2,2,3469.658804010444,3375.2528305688297,0,0,1,0,0
S2428@upi,ICICI,296,1,2,2115.944725235925,3858.932500081527,0,0,1,1,0
S2429@upi,ICICI,160,1,2,4960.342177122844,3375.4548371123487,0,0,0,0,0
S2430@upi,AXIS,84,5,1,22335.35174778408,4847.2208794836615,0,0,0,1,0
S2431@upi,HDFC,311,15,10,51975.161354167096,3809.7774673597987,1,1,1,0,1
S2432@upi,AXIS,329,4,2,19101.33207592414,1627.886194798712,0,0,0,0,0
S2433@upi,SBI,283,5,1,15655.269890736434,3488.4028850789673,0,0,0,1,0
S2434@upi,SBI,305,3,1,6906.872148463584,3092.4725279765153,0,0,0,0,0
S2435@upi,HDFC,363,5,1,17853.210145299665,1564.143278177723,0,0,0,0,0
S2436@upi,SBI,241,26,10,30189.226355187406,3275.625506861008,1,1,0,0,1
S2437@upi,YBL,356,5,2,19459.17530866064,1734.7292010254898,0,0,0,0,0
S2438@upi,ICICI,17,21,16,36732.21956077998,4419.406966850128,1,1,0,1,1
S2439@upi,ICICI,10,3,2,8979.285945353458,3838.846846712057,0,0,1,1,0
S2440@upi,YBL,163,5,2,8736.471066672128,3557.871946617376,0,0,0,0,0
S2441@upi,HDFC,238,3,1,11385.151530104335,3623.258889802638,0,0,1,0,0
S2442@upi,HDFC,296,32,11,101140.58724847555,1742.7898496980615,1,1,0,1,1
S2443@upi,HDFC,196,4,1,16606.608692459038,1565.0917570510069,0,0,0,1,0
S2444@upi,YBL,23,2,2,8370.323248672445,4517.534327758379,0,0,0,1,0
S2445@upi,ICICI,48,3,2,6648.33999239426,2198.7528931830657,0,0,1,1,0
S2446@upi,SBI,168,2,2,8548.777140374326,1010.3026532949144,0,0,1,0,0
S2447@upi,AXIS,264,4,1,9894.420550990093,1280.7261202548825,0,0,0,0,0
S2448@upi,ICICI,124,1,1,3987.033307210756,3971.6064013109494,0,0,0,0,0
S2449@upi,HDFC,28,30,12,143392.5179041271,4008.1673832135675,1,1,1,0,1
S2450@upi,YBL,334,2,1,4828.903154653308,2619.3194064079184,0,0,0,1,0
S2451@upi,YBL,319,4,2,13489.374136851495,1861.7056915415637,0,0,1,1,0
S2452@upi,AXIS,78,5,2,15630.061657286087,3339.268323545477,0,0,0,1,0
S2453@upi,YBL,67,2,1,3407.7092269643454,3885.027436140174,0,0,0,1,0
S2454@upi,SBI,227,5,1,14426.049610701173,3418.2530787881237,0,0,0,1,0
S2455@upi,ICICI,254,2,2,2043.309259620262,4149.802368577104,0,0,0,0,0
S2456@upi,YBL,288,29,15,39723.75093291818,1618.9727291644554,1,1,0,0,1
S2457@upi,HDFC,33,4,2,19073.055306473074,4541.603085251232,0,0,0,1,0
S2458@upi,AXIS,316,1,1,2181.473669783437,3539.1391720596157,0,0,1,1,0
S2459@upi,HDFC,288,20,15,27513.993194554852,3584.0358362835696,1,1,1,0,1
S2460@upi,AXIS,180,24,8,106939.04710054059,2698.386716296984,1,1,1,0,1
S2461@upi,ICICI,117,1,1,1751.2302613659922,1353.8066812112347,0,0,1,1,0
S2462@upi,HDFC,45,29,19,96547.7406385814,3183.9869932327683,1,1,0,1,1
S2463@upi,SBI,175,5,2,12602.463818552184,4438.481448386525,0,0,1,0,0
S2464@upi,AXIS,195,4,2,10573.309058508785,3608.7813927664074,0,0,1,0,0
S2465@upi,SBI,127,2,1,8123.969338372893,4785.087821930552,0,0,1,0,0
S2466@upi,AXIS,261,5,2,14423.942281031868,1180.7531441924848,0,0,0,1,0
S2467@upi,SBI,129,1,1,4742.5590146091945,3864.334287285048,0,0,0,1,0
S2468@upi,HDFC,362,2,1,6032.279398205109,3602.2885311177874,0,0,0,0,0
S2469@upi,ICICI,153,1,1,2878.1635748551244,4884.977306083958,0,0,0,0,0
S2470@upi,HDFC,30,4,1,6722.30370467806,2016.1620201545447,0,0,1,0,0
S2471@upi,HDFC,229,37,14,112477.65607676482,3564.6054142246107,1,1,0,1,1
S2472@upi,SBI,49,1,2,4462.476770172887,4358.789868146499,0,0,0,1,0
S2473@upi,ICICI,268,22,10,37382.9741501787,2363.3963667372655,1,1,1,1,1
S2474@upi,ICICI,184,3,1,5495.386852932107,4778.660255278224,0,0,0,1,0
S2475@upi,ICICI,357,19,14,69094.99650456272,1088.4503350445702,1,1,1,1,1
S2476@upi,HDFC,89,3,1,12176.920542564374,3450.7767982627142,0,0,1,1,0
S2477@upi,HDFC,268,5,2,9792.50335004154,1230.093625772469,0,0,1,0,0
S2478@upi,AXIS,64,37,14,83377.59019593107,4410.934979320278,1,1,0,0,1
S2479@upi,ICICI,29,4,2,7404.994496619438,1062.9547458571396,0,0,0,0,0
S2480@upi,AXIS,278,2,2,5096.51946632407,1393.2059428665582,0,0,1,0,0
S2481@upi,HDFC,147,23,11,104797.61009806993,1412.9607595398754,1,1,0,1,1
S2482@upi,YBL,305,4,1,10210.045447013992,4347.076604693599,0,0,0,0,0
S2483@upi,HDFC,291,5,2,14519.149561682301,4084.2107777517563,0,0,0,1,0
S2484@upi,HDFC,41,3,1,4243.824301212168,4283.154180135106,0,0,1,0,0
S2485@upi,YBL,311,1,2,3903.492320551901,2096.272901303493,0,0,1,1,0
S2486@upi,SBI,131,2,1,4663.293065907899,3869.39259053791,0,0,0,0,0
S2487@upi,YBL,31,1,1,2358.3103903678566,2445.7225402776257,0,0,0,0,0
S2488@upi,SBI,296,4,1,11986.2569606225,4563.030516756473,0,0,1,1,0
S2489@upi,AXIS,42,5,2,14613.34975147276,3476.190086988544,0,0,0,1,0
S2490@upi,YBL,291,4,1,19708.568124635243,1161.413602790721,0,0,0,1,0
S2491@upi,AXIS,148,4,1,13121.644711449033,3153.6009176072685,0,0,0,1,0
S2492@upi,HDFC,293,2,2,9442.784569000101,3853.391129001483,0,0,1,0,0
S2493@upi,ICICI,129,32,12,33273.71609305697,3095.6837638099482,1,1,1,1,1
S2494@upi,ICICI,36,33,19,74857.98065077094,2869.003583922882,1,1,0,0,1
S2495@upi,YBL,280,38,18,189076.27456563193,4235.846329955972,1,1,0,0,1
S2496@upi,YBL,350,4,2,9728.752360124488,4621.246869147951,0,0,0,0,0
S2497@upi,SBI,155,3,1,10006.490991760616,3361.3668111866355,0,0,1,0,0
S2498@upi,AXIS,60,5,2,6815.589337578132,3711.8828240240855,0,0,0,0,0
S2499@upi,SBI,160,1,2,1493.585745207072,1183.1980854377932,0,0,0,1,0
S2500@upi,SBI,266,1,2,4550.3236521458475,1113.5639328359296,0,0,0,0,0
S2501@upi,YBL,163,35,19,158524.24139024346,3984.590756265773,1,1,1,0,1
S2502@upi,SBI,102,1,2,2373.0752710654006,3269.5159908314845,0,0,0,0,0
S2503@upi,HDFC,130,5,2,10816.555343611984,2207.494333499135,0,0,1,1,0
S2504@upi,SBI,256,1,1,3734.243596716076,1347.2838682819997,0,0,1,1,0
S2505@upi,AXIS,69,28,14,125097.8686952603,4583.559620463331,1,1,0,1,1
S2506@upi,YBL,268,22,9,45069.262209118744,1700.6318152775489,1,1,1,0,1
S2507@upi,SBI,75,3,2,13937.187235304282,4825.24803467684,0,0,0,1,0
S2508@upi,SBI,76,2,1,8060.809941633907,2573.246999052182,0,0,1,1,0
S2509@upi,AXIS,128,2,2,4857.716160808566,4053.90401605255,0,0,0,0,0
S2510@upi,AXIS,58,1,1,4233.268648956252,1725.0758306974876,0,0,1,1,0
S2511@upi,AXIS,300,1,1,1527.851250592498,3890.2344262142014,0,0,1,0,0
S2512@upi,HDFC,309,3,1,6406.251259398873,2140.9098752634604,0,0,0,1,0
S2513@upi,ICICI,139,4,1,10835.31548830109,3433.1230855498557,0,0,1,1,0
S2514@upi,ICICI,58,3,1,9196.818905444183,3227.743893788408,0,0,0,0,0
S2515@upi,YBL,107,5,1,22248.81856368698,2643.1379912228062,0,0,0,1,0
S2516@upi,AXIS,272,2,1,4629.885732572433,3996.5182946474656,0,0,0,0,0
S2517@upi,AXIS,217,28,13,78345.24032245055,4779.924446295225,1,1,1,1,1
S2518@upi,YBL,263,1,2,4095.650615854886,4399.692711139465,0,0,0,0,0
S2519@upi,YBL,41,25,14,55051.74839721124,3582.0768016971265,1,1,0,0,1
S2520@upi,YBL,314,5,1,12145.723973047998,4661.397875468054,0,0,0,1,0
S2521@upi,AXIS,174,1,1,3790.0384552435467,2818.480120081174,0,0,0,1,0
S2522@upi,HDFC,19,4,2,10526.864095261857,4972.004669622225,0,0,0,0,0
S2523@upi,YBL,276,3,1,10892.283849588975,3078.9559447302704,0,0,0,1,0
S2524@upi,SBI,211,4,1,5399.67924492406,3800.0836502482516,0,0,1,0,0
S2525@upi,HDFC,271,5,1,24947.036517589968,4087.680106420006,0,0,0,1,0
S2526@upi,YBL,286,4,1,13784.641261192086,4191.454969894547,0,0,1,0,0
S2527@upi,AXIS,331,2,2,6615.568521108149,3802.67071418081,0,0,0,1,0
S2528@upi,AXIS,153,1,1,1320.5584419302113,2612.6949244699863,0,0,0,0,0
S2529@upi,HDFC,9,28,11,31891.04051856513,1155.7616101215765,1,1,1,0,1
S2530@upi,ICICI,72,2,2,6376.3399179497555,4233.656856342046,0,0,1,0,0
S2531@upi,AXIS,311,3,1,9750.871840210526,1294.7838842987017,0,0,0,0,0
S2532@upi,YBL,226,36,13,155045.2422014887,4951.634549383645,1,1,0,0,1
S2533@upi,ICICI,283,3,1,3574.4667466094083,4545.039268986815,0,0,0,0,0
S2534@upi,HDFC,229,4,1,12423.277467449347,1109.3772079186963,0,0,0,0,0
S2535@upi,ICICI,206,3,1,12276.674538553707,4794.060005003137,0,0,0,0,0
S2536@upi,SBI,227,25,16,65732.12944713362,4948.415672068968,1,1,0,0,1
S2537@upi,SBI,309,3,1,10573.945018110258,4329.222223604547,0,0,1,0,0
S2538@upi,SBI,7,1,2,2424.365916532879,2521.9127662216824,0,0,0,1,0
S2539@upi,SBI,212,3,1,13730.826955962391,2002.1207836791514,0,0,0,1,0
S2540@upi,YBL,115,2,1,5129.787423931101,3944.3575021312386,0,0,0,0,0
S2541@upi,AXIS,357,1,2,1602.3892160039122,2361.672269903749,0,0,1,1,0
S2542@upi,AXIS,150,20,10,27676.769645391614,3938.6087036353906,1,1,0,1,1
S2543@upi,HDFC,212,4,1,19277.899567830304,4118.242272167212,0,0,0,0,0
S2544@upi,HDFC,186,1,1,2755.2264884330325,2976.515434689728,0,0,0,1,0
S2545@upi,AXIS,102,1,2,3479.224351357881,2391.5411393398663,0,0,0,1,0
S2546@upi,AXIS,6,2,2,3716.555647092873,4974.284596358459,0,0,0,1,0
S2547@upi,AXIS,273,4,1,11543.898302127407,2863.948623026804,0,0,0,0,0
S2548@upi,SBI,239,2,2,4135.416397482257,3820.9647861168437,0,0,1,1,0
S2549@upi,SBI,261,36,14,150257.28028844093,2533.1075252151268,1,1,1,0,1
S2550@upi,HDFC,163,5,1,7015.510245912363,2215.4090174115045,0,0,1,1,0
S2551@upi,AXIS,83,5,2,14065.166313515143,1574.1204750411043,0,0,0,1,0
S2552@upi,ICICI,47,37,15,177229.41768522334,4740.763764659596,1,1,0,0,1
S2553@upi,HDFC,98,5,2,6608.36752226805,2379.856471782211,0,0,0,1,0
S2554@upi,AXIS,225,3,2,4717.460743325311,3532.7782815590685,0,0,1,1,0
S2555@upi,SBI,334,5,1,9176.14807624387,1804.3492291250707,0,0,1,0,0
S2556@upi,SBI,149,30,17,77268.53073667227,3563.2047849754413,1,1,0,1,1
S2557@upi,SBI,208,5,2,13658.982208058365,2100.0987583401584,0,0,1,0,0
S2558@upi,HDFC,109,39,16,61323.35283509866,4280.559676112723,1,1,0,0,1
S2559@upi,HDFC,209,2,2,4513.780134518919,1875.650911420103,0,0,0,0,0
S2560@upi,HDFC,43,2,1,4635.84203817665,3706.466125557367,0,0,0,0,0
S2561@upi,AXIS,64,5,1,18944.88473929943,3325.7875025406047,0,0,0,0,0
S2562@upi,ICICI,265,27,9,61401.53334213063,3975.270661093056,1,1,1,1,1
S2563@upi,HDFC,166,1,1,2450.6529574191463,2926.2050191075964,0,0,0,0,0
S2564@upi,ICICI,39,31,8,113664.25829619788,4876.591081910619,1,1,1,0,1
S2565@upi,HDFC,215,25,14,79390.48102775551,2297.45999867961,1,1,1,0,1
S2566@upi,SBI,159,15,9,30565.95999763026,2306.0032144981897,1,1,0,0,1
S2567@upi,HDFC,77,4,1,12586.792326850169,1282.3095062629677,0,0,0,0,0
S2568@upi,AXIS,55,3,2,8777.851744866948,3643.153939148954,0,0,0,1,0
S2569@upi,ICICI,342,19,16,42063.99941526899,2042.759403193255,1,1,1,0,1
S2570@upi,HDFC,359,5,2,15417.889633427698,3159.6715927528467,0,0,0,0,0
S2571@upi,ICICI,138,3,1,5880.731968036204,4265.1696170393825,0,0,0,1,0
S2572@upi,AXIS,277,5,1,17223.88531260318,3226.536290288827,0,0,1,1,0
S2573@upi,ICICI,152,1,1,1544.8900248929422,1114.3322259991849,0,0,0,1,0
S2574@upi,YBL,189,16,13,35232.76763665248,1217.9179635468831,1,1,0,1,1
S2575@upi,SBI,335,3,2,6391.7226408170245,4351.436047982789,0,0,1,0,0
S2576@upi,AXIS,229,2,1,6423.370900306259,2184.5458526796615,0,0,0,0,0
S2577@upi,AXIS,357,2,1,4755.965302702132,1032.0672595483168,0,0,0,1,0
S2578@upi,YBL,14,4,1,13230.686924397729,2809.1380264355294,0,0,1,0,0
S2579@upi,ICICI,205,36,19,152870.235917392,3609.9867662930737,1,1,0,1,1
S2580@upi,YBL,18,5,2,7724.269267398922,4236.997945162433,0,0,1,1,0
S2581@upi,SBI,45,5,2,9864.082774793445,4164.847734544914,0,0,0,0,0
S2582@upi,HDFC,307,3,2,13302.920195257248,1622.516770163691,0,0,0,0,0
S2583@upi,AXIS,359,28,10,70550.60012234563,3393.560771640248,1,1,0,1,1
S2584@upi,HDFC,61,1,2,4839.843237735673,3197.6924183418446,0,0,1,0,0
S2585@upi,YBL,63,2,2,6726.216160289516,2941.964554515755,0,0,1,0,0
S2586@upi,AXIS,221,5,2,8722.622991024267,2590.8011228069527,0,0,1,0,0
S2587@upi,HDFC,29,4,2,12358.63427566525,3691.901567829381,0,0,1,1,0
S2588@upi,YBL,283,4,2,13764.730265427224,1444.9480472807088,0,0,1,0,0
S2589@upi,SBI,8,37,8,161241.46859351717,4022.520905204811,1,1,1,1,1
S2590@upi,YBL,223,3,2,7263.741089576868,4474.27800725053,0,0,1,1,0
S2591@upi,AXIS,39,3,1,9204.241773115918,2785.5429593199196,0,0,0,1,0
S2592@upi,AXIS,165,5,2,18784.30789055779,2640.6361497442167,0,0,0,1,0
S2593@upi,SBI,326,2,2,9660.313834869277,4982.062167842031,0,0,0,1,0
S2594@upi,YBL,141,2,1,5267.460974929198,3969.383263773945,0,0,1,1,0
S2595@upi,ICICI,307,3,2,14313.47825086644,4291.934126425147,0,0,0,1,0
S2596@upi,AXIS,27,4,2,16372.216341169378,3394.596017024839,0,0,1,1,0
S2597@upi,SBI,229,1,2,4802.636381503075,3781.102090215463,0,0,0,0,0
S2598@upi,YBL,130,1,2,3741.6227182477946,4420.917398081326,0,0,0,0,0
S2599@upi,HDFC,299,24,16,31900.617358115986,1500.501513719942,1,1,0,1,1
S2600@upi,AXIS,243,3,1,8731.524546103594,1238.2039363484455,0,0,1,1,0
S2601@upi,AXIS,42,5,2,8147.452110622664,1877.4898615675677,0,0,0,0,0
S2602@upi,YBL,312,2,2,2833.8463024935986,2174.9402703970973,0,0,1,0,0
S2603@upi,HDFC,197,3,1,8635.67131361675,2163.1544351050434,0,0,0,1,0
S2604@upi,HDFC,43,1,1,1369.8713071436912,3253.27058713787,0,0,0,0,0
S2605@upi,HDFC,278,31,15,135218.27981573742,1260.2459860439913,1,1,0,1,1
S2606@upi,HDFC,108,21,17,22940.902505586797,2917.599685181215,1,1,1,0,1
S2607@upi,SBI,26,3,2,3954.1234850089113,3181.9003357379,0,0,0,0,0
S2608@upi,HDFC,68,4,2,5723.46938861765,2698.203102109582,0,0,1,0,0
S2609@upi,AXIS,292,4,1,6237.010903361229,2501.350586173544,0,0,0,1,0
S2610@upi,ICICI,143,5,1,15827.129182813344,3432.170858633548,0,0,1,0,0
S2611@upi,HDFC,281,17,13,31167.124127348092,1525.9841971089504,1,1,0,0,1
S2612@upi,AXIS,214,4,1,9090.005652059124,1643.961357174072,0,0,0,0,0
S2613@upi,AXIS,18,2,2,5793.675243314051,1180.2851360886498,0,0,0,1,0
S2614@upi,SBI,117,2,1,6144.659491882225,1128.2311151196175,0,0,0,0,0
S2615@upi,YBL,198,2,1,2036.5113361803599,4951.574416326448,0,0,0,1,0
S2616@upi,AXIS,67,5,1,5642.988178656598,4935.072137756966,0,0,1,1,0
S2617@upi,ICICI,269,3,2,3359.666121387736,3853.5353648651876,0,0,0,1,0
S2618@upi,AXIS,239,28,13,118538.44303576398,4898.668276705299,1,1,1,1,1
S2619@upi,HDFC,272,5,2,11053.234451715589,2132.8141266446682,0,0,1,1,0
S2620@upi,ICICI,217,21,15,73001.25146073507,1136.157281301557,1,1,1,0,1
S2621@upi,ICICI,361,4,2,19749.62537164129,3119.0091478437566,0,0,1,0,0
S2622@upi,YBL,156,2,1,8460.117740000514,3511.3608364051365,0,0,0,1,0
S2623@upi,ICICI,364,21,12,104972.83849589572,3386.5240489475714,1,1,0,1,1
S2624@upi,HDFC,362,5,2,8719.122093807446,1978.504563173309,0,0,0,0,0
S2625@upi,SBI,44,1,1,4643.611742039578,3932.537473916837,0,0,0,1,0
S2626@upi,SBI,43,5,1,22836.082876259796,2284.8997292956083,0,0,1,0,0
S2627@upi,YBL,278,4,1,18496.2680165289,4521.570749146405,0,0,0,0,0
S2628@upi,HDFC,265,1,1,3151.0944320369244,2571.0899848183926,0,0,1,1,0
S2629@upi,AXIS,259,4,2,4730.578328285292,2661.5314983288217,0,0,0,0,0
S2630@upi,HDFC,351,2,1,9409.381880915893,2775.091969481558,0,0,0,0,0
S2631@upi,ICICI,170,2,1,8809.16177126511,2258.11107713625,0,0,1,1,0
S2632@upi,ICICI,175,27,18,75563.69669103119,4114.845072313412,1,1,0,1,1
S2633@upi,YBL,235,1,1,4117.1118278987215,1782.4832325858392,0,0,0,1,0
S2634@upi,SBI,249,25,18,107896.23569517511,4296.801784154761,1,1,0,0,1
S2635@upi,YBL,336,1,2,3209.0638882761596,4555.206268755013,0,0,0,0,0
S2636@upi,YBL,93,17,13,51460.74113740701,4280.38614305135,1,1,0,1,1
S2637@upi,AXIS,124,3,2,10754.45880367765,2099.8344968957153,0,0,0,1,0
S2638@upi,HDFC,239,3,1,11431.481602756241,2291.224530209006,0,0,1,0,0
S2639@upi,HDFC,82,2,2,6877.61385473536,4630.63696831149,0,0,0,0,0
S2640@upi,SBI,293,1,2,4625.091499612505,1107.9798590487076,0,0,0,1,0
S2641@upi,SBI,199,4,2,19104.625825329877,4963.745276635296,0,0,0,1,0
S2642@upi,AXIS,257,4,2,16412.0739215087,4843.538035726657,0,0,1,0,0
S2643@upi,SBI,244,3,1,14008.045130574737,4787.170984393808,0,0,0,1,0
S2644@upi,YBL,160,5,1,23360.430237221266,1929.7842882492919,0,0,0,0,0
S2645@upi,YBL,105,1,1,1547.6680840171684,3492.176729024777,0,0,0,0,0
S2646@upi,AXIS,260,2,2,7608.011542436259,2821.958750952247,0,0,0,1,0
S2647@upi,ICICI,231,1,2,1634.745530408427,3828.827316002591,0,0,0,0,0
S2648@upi,YBL,12,3,2,8373.911438563744,4594.027433532792,0,0,0,0,0
S2649@upi,YBL,321,5,2,5631.5142638193975,1643.4189038365962,0,0,0,0,0
S2650@upi,ICICI,314,5,1,5281.646681706516,4165.385425827855,0,0,0,0,0
S2651@upi,YBL,277,1,1,4364.857172409404,1376.4287576405854,0,0,1,0,0
S2652@upi,ICICI,189,1,1,1549.2146518473487,3512.3393717529625,0,0,0,0,0
S2653@upi,AXIS,206,2,1,9712.378686099912,4473.116125325714,0,0,0,0,0
S2654@upi,YBL,25,4,1,14306.37206446991,3019.1076795119825,0,0,0,1,0
S2655@upi,YBL,165,4,2,5478.647764368829,4306.582356853845,0,0,0,1,0
S2656@upi,YBL,265,39,14,164152.95181111473,2814.6283545174765,1,1,0,0,1
S2657@upi,AXIS,121,4,2,11307.831130868784,3100.447333478482,0,0,0,1,0
S2658@upi,HDFC,190,2,2,8468.596552435592,4646.833336681433,0,0,0,1,0
S2659@upi,ICICI,314,34,9,147982.30515090673,3768.6310361620067,1,1,0,0,1
S2660@upi,YBL,318,5,2,19688.74815759319,2764.4659185381506,0,0,1,0,0
